,ticker,company,callOptionVolume,avgOptionVolume,increaseRelative2Avg,avgStockVolume,indicators,dataDate,exportedAt,expirationDate,baseSymbol,daysToExpiration,minPrice,maxPrice,finalPrice,firstPrice,minPriceDate,maxPriceDate,finalPriceDate,firstPriceDate
98,GPN,Global Payments,8214.0,944.0,770.1,1820000.0,Earnings AnnouncementDividend AnnouncementAnalyst ReportAnalyst RevisionHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,GPN,21,166.35000610351562,177.5,175.17999267578125,174.33999633789062,2020-08-21,2020-08-06,2020-08-26,2020-08-05
99,ZAGG,Zagg,2213.0,307.0,620.8,623476.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,ZAGG,21,3.119999885559082,4.159999847412109,3.3299999237060547,3.7200000286102295,2020-08-05,2020-08-05,2020-08-25,2020-08-05
100,JACK,Jack in the Box,5670.0,929.0,510.3,408790.0,,2020-08-05,2020-08-05,2020-08-26,JACK,21,77.56999969482422,87.87000274658203,83.91000366210938,83.0199966430664,2020-08-11,2020-08-06,2020-08-26,2020-08-05
101,ORC,Orchid Island Capital,2596.0,519.0,400.2,884625.0,Earnings AnnouncementAnalyst DowngradeHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,ORC,21,4.920000076293945,5.309999942779541,5.099999904632568,5.059999942779541,2020-08-07,2020-08-20,2020-08-26,2020-08-05
102,ENLC,EnLink Midstream,3667.0,733.0,400.3,2380000.0,Analyst DowngradeHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,ENLC,21,2.7799999713897705,3.299999952316284,2.8499999046325684,2.9800000190734863,2020-08-05,2020-08-05,2020-08-26,2020-08-05
103,PVG,Pretium Resources,5389.0,1146.0,370.2,2190000.0,Analyst UpgradeHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,PVG,21,9.920000076293945,13.069999694824219,12.260000228881836,9.979999542236328,2020-08-05,2020-08-06,2020-08-26,2020-08-05
104,LPSN,LivePerson,2840.0,676.0,320.1,917649.0,Analyst UpgradeInsider SellingHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,LPSN,21,54.470001220703125,62.97999954223633,62.25,56.130001068115234,2020-08-05,2020-08-26,2020-08-26,2020-08-05
105,TDOC,Teladoc Health,52047.0,13011.0,300.0,1780000.0,Earnings AnnouncementInsider SellingAnalyst RevisionHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,TDOC,21,181.7519989013672,239.0,214.57000732421875,202.00999450683594,2020-08-12,2020-08-05,2020-08-26,2020-08-05
106,SPNE,SeaSpine,2197.0,10.0,21870.0,82356.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,SPNE,21,11.079999923706055,16.639999389648438,12.90999984741211,13.699999809265137,2020-08-05,2020-08-05,2020-08-25,2020-08-05
107,RPD,Rapid7,4226.0,262.0,1513.0,528512.0,Upcoming EarningsIncrease in Short Interest,2020-08-05,2020-08-05,2020-08-26,RPD,21,56.02000045776367,65.41000366210938,64.56999969482422,60.880001068115234,2020-08-11,2020-08-26,2020-08-26,2020-08-05
108,AMCR,Amcor,3260.0,273.0,1094.1,7670000.0,Decrease in Short Interest,2020-08-05,2020-08-05,2020-08-26,AMCR,21,10.649999618530273,11.59000015258789,10.869999885559082,10.6899995803833,2020-08-06,2020-08-19,2020-08-25,2020-08-05
109,UN,Unilever,6909.0,750.0,821.2,1780000.0,,2020-08-05,2020-08-05,2020-08-26,UN,21,57.30500030517578,60.869998931884766,58.79999923706055,59.900001525878906,2020-08-21,2020-08-05,2020-08-26,2020-08-05
110,WBT,Welbilt,6152.0,798.0,670.9,1350000.0,Earnings AnnouncementHeavy News Reporting,2020-08-05,2020-08-05,2020-08-26,WBT,21,6.570000171661377,8.107000350952148,7.369999885559082,7.28000020980835,2020-08-05,2020-08-11,2020-08-26,2020-08-05
111,CDAY,Ceridian HCM,2348.0,345.0,580.6,1100000.0,,2020-08-05,2020-08-05,2020-08-26,CDAY,21,67.66999816894531,85.4000015258789,75.0199966430664,84.2699966430664,2020-08-10,2020-08-06,2020-08-25,2020-08-05
112,ZSL,ProShares UltraShort Silver,2273.0,114.0,1893.9,223533.0,Heavy News Reporting,2020-08-06,2020-08-06,2020-08-27,ZSL,21,6.949999809265137,9.479999542236328,7.449999809265137,7.380000114440918,2020-08-10,2020-08-11,2020-08-26,2020-08-06
113,FNKO,Funko,8117.0,592.0,1271.1,1200000.0,Analyst Revision,2020-08-06,2020-08-06,2020-08-27,FNKO,21,5.380000114440918,6.480000019073486,5.840000152587891,6.360000133514404,2020-08-07,2020-08-06,2020-08-27,2020-08-06
114,PPG,PPG Industries,11218.0,1068.0,950.4,1620000.0,Heavy News Reporting,2020-08-06,2020-08-06,2020-08-27,PPG,21,110.4000015258789,123.5999984741211,120.79000091552734,111.44000244140625,2020-08-06,2020-08-11,2020-08-27,2020-08-06
115,IWF,iShares Russell 1000 Growth ETF,6299.0,707.0,790.9,2120000.0,Heavy News Reporting,2020-08-06,2020-08-06,2020-08-27,IWF,21,206.6999969482422,227.3800048828125,225.55999755859375,213.3699951171875,2020-08-11,2020-08-27,2020-08-27,2020-08-06
116,HPE,Hewlett Packard Enterprise,45115.0,5435.0,730.1,9910000.0,,2020-08-06,2020-08-06,2020-08-27,HPE,21,9.119999885559082,10.600000381469727,9.670000076293945,10.109999656677246,2020-08-21,2020-08-11,2020-08-26,2020-08-06
117,FISV,Fiserv,38971.0,6388.0,510.1,3970000.0,Earnings AnnouncementAnalyst DowngradeAnalyst RevisionHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,FISV,21,94.98999786376953,104.4000015258789,97.94000244140625,102.37999725341797,2020-08-24,2020-08-19,2020-08-26,2020-08-06
118,COMM,Commscope,19498.0,3361.0,480.1,4860000.0,Earnings AnnouncementIncrease in Short InterestHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,COMM,21,10.1899995803833,11.5,10.260000228881836,11.069999694824219,2020-08-17,2020-08-06,2020-08-27,2020-08-06
119,ACAD,ACADIA Pharmaceuticals,6814.0,1216.0,460.4,1840000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,ACAD,21,37.36000061035156,44.439998626708984,37.97999954223633,43.630001068115234,2020-08-26,2020-08-06,2020-08-27,2020-08-06
120,OTRK,EHang,6823.0,1287.0,430.1,367513.0,Analyst UpgradeHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,OTRK,21,41.630001068115234,79.12999725341797,67.79000091552734,56.470001220703125,2020-08-12,2020-08-20,2020-08-27,2020-08-06
121,GDDY,Godaddy,5494.0,1036.0,430.3,1670000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,GDDY,21,75.08000183105469,85.45999908447266,83.31999969482422,79.0,2020-08-10,2020-08-06,2020-08-27,2020-08-06
122,CWH,Camping World,30434.0,5852.0,420.1,2250000.0,Earnings AnnouncementAnalyst ReportDecrease in Short InterestHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,CWH,21,28.81999969482422,41.58000183105469,30.489999771118164,33.0,2020-08-25,2020-08-06,2020-08-26,2020-08-06
123,OSUR,OraSure Technologies,3417.0,657.0,420.1,1330000.0,Earnings AnnouncementHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,OSUR,21,10.510000228881836,15.300000190734863,11.529999732971191,13.09000015258789,2020-08-27,2020-08-25,2020-08-27,2020-08-06
124,APPS,Digital Turbine,11992.0,2447.0,390.1,1900000.0,Earnings AnnouncementAnalyst DowngradeDecrease in Short InterestAnalyst RevisionHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,APPS,21,19.31999969482422,29.559999465942383,22.700000762939453,21.270000457763672,2020-08-06,2020-08-21,2020-08-27,2020-08-06
125,NYMT,NY MTG TR INC/SH,18383.0,3829.0,380.1,3690000.0,Earnings AnnouncementAnalyst DowngradeHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,NYMT,21,2.5299999713897705,3.0,2.7300000190734863,2.7100000381469727,2020-08-24,2020-08-11,2020-08-27,2020-08-06
126,AEG,AEGON,3203.0,202.0,1485.6,2160000.0,Analyst Downgrade,2020-08-06,2020-08-06,2020-08-27,AEG,21,2.5899999141693115,3.559999942779541,2.7300000190734863,3.180000066757202,2020-08-21,2020-08-12,2020-08-27,2020-08-06
127,ICHR,Ichor,2477.0,233.0,963.1,291806.0,Earnings AnnouncementAnalyst UpgradeAnalyst Revision,2020-08-06,2020-08-06,2020-08-27,ICHR,21,26.09000015258789,33.279998779296875,26.170000076293945,31.815000534057617,2020-08-26,2020-08-06,2020-08-26,2020-08-06
128,AMSC,American Superconductor,2725.0,306.0,790.5,205390.0,Earnings AnnouncementHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,AMSC,21,10.34000015258789,13.399999618530273,12.649999618530273,11.279999732971191,2020-08-06,2020-08-24,2020-08-27,2020-08-06
129,ADTN,ADTRAN,2939.0,341.0,761.9,310391.0,Earnings AnnouncementHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,ADTN,21,11.380000114440918,13.199999809265137,11.6899995803833,12.130000114440918,2020-08-24,2020-08-06,2020-08-26,2020-08-06
130,DNLI,Denali Therapeutics,2211.0,47.0,4604.3,412858.0,Decrease in Short InterestHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,DNLI,21,28.6200008392334,35.70000076293945,31.25,31.65999984741211,2020-08-12,2020-08-06,2020-08-27,2020-08-06
131,CENX,Century Aluminum,7798.0,279.0,2695.0,1210000.0,Earnings AnnouncementDecrease in Short InterestHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,CENX,21,8.600000381469727,11.329999923706055,9.289999961853027,10.5600004196167,2020-08-06,2020-08-10,2020-08-27,2020-08-06
132,ACIA,Acacia Communications,3683.0,210.0,1653.8,421767.0,,2020-08-06,2020-08-06,2020-08-27,ACIA,21,67.27999877929688,68.93000030517578,67.56999969482422,68.41000366210938,2020-08-06,2020-08-06,2020-08-27,2020-08-06
133,CELH,Celsius,3684.0,281.0,1211.0,747525.0,Analyst DowngradeIncrease in Short Interest,2020-08-06,2020-08-06,2020-08-27,CELH,21,17.5,26.760000228881836,20.790000915527344,20.829999923706055,2020-08-06,2020-08-19,2020-08-27,2020-08-06
134,BRFS,BRF,5110.0,415.0,1131.3,2110000.0,Upcoming EarningsAnalyst Upgrade,2020-08-06,2020-08-06,2020-08-27,BRFS,21,3.4100000858306885,4.269999980926514,3.549999952316284,4.090000152587891,2020-08-26,2020-08-11,2020-08-27,2020-08-06
135,GBT,Global Blood Therapeutics,9087.0,1056.0,760.5,556319.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-08-06,2020-08-06,2020-08-27,GBT,21,58.76499938964844,69.8550033569336,62.560001373291016,64.04000091552734,2020-08-11,2020-08-06,2020-08-27,2020-08-06
136,CNDT,Conduent,7458.0,239.0,3020.5,2090000.0,Analyst ReportHigh Trading VolumeHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,CNDT,21,3.359999895095825,4.789999961853027,3.6050000190734863,4.130000114440918,2020-08-21,2020-08-10,2020-08-28,2020-08-07
137,AAP,Advance Auto Parts,12538.0,1765.0,610.4,774106.0,Increase in Short InterestHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,AAP,21,150.77999877929688,170.5,154.77000427246094,151.97000122070312,2020-08-07,2020-08-18,2020-08-28,2020-08-07
138,PETQ,PetIQ,2257.0,358.0,530.4,355214.0,Analyst ReportHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,PETQ,21,28.290000915527344,37.04999923706055,35.04999923706055,31.53499984741211,2020-08-12,2020-08-07,2020-08-28,2020-08-07
139,CSIQ,Canadian Solar,7736.0,2090.0,270.1,1130000.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,CSIQ,21,23.31999969482422,32.720001220703125,32.52000045776367,25.31999969482422,2020-08-11,2020-08-28,2020-08-28,2020-08-07
140,ZIOP,ZIOPHARM Oncology,4432.0,1231.0,260.0,1390000.0,Earnings AnnouncementHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,ZIOP,21,2.6700000762939453,3.6600000858306885,2.680000066757202,3.319999933242798,2020-08-24,2020-08-11,2020-08-27,2020-08-07
141,Z,Zillow Group,42068.0,11685.0,260.0,2940000.0,Analyst ReportInsider SellingDecrease in Short InterestHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,Z,21,73.4800033569336,86.80999755859375,85.23999786376953,79.76000213623047,2020-08-14,2020-08-27,2020-08-27,2020-08-07
142,FSLR,First Solar,16907.0,6261.0,170.0,1490000.0,Earnings AnnouncementAnalyst ReportIncrease in Short InterestHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,FSLR,21,68.94999694824219,81.87000274658203,80.0,72.93000030517578,2020-08-07,2020-08-28,2020-08-28,2020-08-07
143,AYX,Alteryx,13336.0,4939.0,170.0,1010000.0,Earnings AnnouncementAnalyst ReportInsider SellingHigh Trading VolumeHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,AYX,21,106.51000213623047,130.5,120.98999786376953,121.37999725341797,2020-08-11,2020-08-07,2020-08-28,2020-08-07
144,TMUS,T-Mobile Us,21565.0,8985.0,140.0,4630000.0,Earnings AnnouncementAnalyst ReportDecrease in Short InterestHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,TMUS,21,113.08999633789062,118.0,116.26000213623047,115.08999633789062,2020-08-07,2020-08-07,2020-08-28,2020-08-07
145,STMP,Stamps.com,3300.0,1434.0,130.1,303175.0,Earnings AnnouncementAnalyst DowngradeInsider SellingIncrease in Short InterestHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,STMP,21,254.42999267578125,325.1300048828125,258.510009765625,309.3599853515625,2020-08-11,2020-08-07,2020-08-27,2020-08-07
146,DDOG,Datadog,33324.0,15147.0,120.0,3170000.0,Earnings AnnouncementAnalyst ReportInsider SellingHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,DDOG,21,72.5999984741211,89.47000122070312,82.9800033569336,75.27999877929688,2020-08-10,2020-08-26,2020-08-28,2020-08-07
147,TUR,iShares MSCI Turkey ETF,3731.0,1776.0,110.1,395954.0,Heavy News Reporting,2020-08-07,2020-08-07,2020-08-28,TUR,21,19.489999771118164,21.479999542236328,20.510000228881836,19.760000228881836,2020-08-07,2020-08-19,2020-08-28,2020-08-07
148,NLOK,NortonLifeLock,7104.0,3382.0,110.1,4660000.0,Earnings AnnouncementDividend AnnouncementAnalyst ReportDecrease in Short InterestHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,NLOK,21,22.219999313354492,24.399999618530273,24.049999237060547,23.360000610351562,2020-08-13,2020-08-26,2020-08-28,2020-08-07
149,AAOI,Applied Optoelectronics,3259.0,1629.0,100.1,1250000.0,Earnings AnnouncementAnalyst UpgradeHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,AAOI,21,11.390000343322754,17.56999969482422,11.649999618530273,15.800000190734863,2020-08-28,2020-08-07,2020-08-28,2020-08-07
150,DBX,Dropbox,25605.0,12802.0,100.0,5370000.0,Earnings AnnouncementHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,DBX,21,19.315000534057617,22.200000762939453,20.719999313354492,20.690000534057617,2020-08-14,2020-08-07,2020-08-28,2020-08-07
151,BIIB,Biogen,12019.0,6325.0,90.0,1050000.0,Analyst ReportDecrease in Short Interest,2020-08-07,2020-08-07,2020-08-28,BIIB,21,274.6400146484375,312.0,281.4599914550781,305.7099914550781,2020-08-21,2020-08-07,2020-08-28,2020-08-07
152,DVAX,Dynavax Technologies,10497.0,5524.0,90.0,7080000.0,Earnings Announcement,2020-08-07,2020-08-07,2020-08-28,DVAX,21,5.679999828338623,8.229999542236328,5.739999771118164,7.78000020980835,2020-08-28,2020-08-07,2020-08-28,2020-08-07
153,IFF,International Flavors & Fragrances,21191.0,1569.0,1250.6,804297.0,Upcoming Earnings,2020-08-07,2020-08-07,2020-08-28,IFF,21,118.83000183105469,132.75,124.47000122070312,126.80000305175781,2020-08-21,2020-08-11,2020-08-28,2020-08-07
154,ZG,Zillow Group,6458.0,742.0,770.4,525005.0,Earnings AnnouncementAnalyst UpgradeDecrease in Short InterestAnalyst RevisionHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,ZG,21,73.62000274658203,86.48999786376953,84.95999908447266,79.83999633789062,2020-08-14,2020-08-27,2020-08-27,2020-08-07
155,YELP,Yelp,15363.0,1828.0,740.4,846525.0,Earnings AnnouncementAnalyst ReportInsider SellingDecrease in Short Interest,2020-08-07,2020-08-07,2020-08-28,YELP,21,21.15999984741211,26.290000915527344,24.06999969482422,21.920000076293945,2020-08-21,2020-08-07,2020-08-28,2020-08-07
156,SAIL,Sailpoint Technologies,5846.0,790.0,640.0,1440000.0,Earnings AnnouncementAnalyst ReportHigh Trading VolumeIncrease in Short InterestHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,SAIL,21,35.040000915527344,40.099998474121094,39.04999923706055,36.25,2020-08-11,2020-08-26,2020-08-28,2020-08-07
157,CYRX,CryoPort,3047.0,429.0,610.3,448924.0,Earnings AnnouncementAnalyst ReportHeavy News Reporting,2020-08-07,2020-08-07,2020-08-28,CYRX,21,30.639999389648438,56.560001373291016,55.5,33.560001373291016,2020-08-12,2020-08-26,2020-08-28,2020-08-07
158,HUN,Huntsman,4850.0,757.0,540.7,1930000.0,Dividend AnnouncementDecrease in Short InterestAnalyst Revision,2020-08-07,2020-08-07,2020-08-28,HUN,21,19.329999923706055,22.43000030517578,22.09000015258789,19.799999237060547,2020-08-07,2020-08-24,2020-08-28,2020-08-07
159,MCRB,Seres Therapeutics,25560.0,2411.0,960.1,851458.0,High Trading VolumeHeavy News Reporting,2020-08-10,2020-08-10,2020-08-31,MCRB,21,18.0,33.0,24.479999542236328,22.700000762939453,2020-08-10,2020-08-10,2020-08-28,2020-08-10
160,OMER,Omeros,3644.0,560.0,550.7,346386.0,Upcoming EarningsAnalyst UpgradeHeavy News Reporting,2020-08-10,2020-08-10,2020-08-31,OMER,21,11.399999618530273,25.459999084472656,11.949999809265137,21.31999969482422,2020-08-27,2020-08-10,2020-08-31,2020-08-10
161,ITCI,Intra-Cellular Therapies,6636.0,2073.0,220.1,588502.0,Heavy News Reporting,2020-08-10,2020-08-10,2020-08-31,ITCI,21,17.75,20.649999618530273,18.219999313354492,19.459999084472656,2020-08-24,2020-08-11,2020-08-31,2020-08-10
162,AVYA,Avaya,3772.0,1397.0,170.0,1120000.0,Heavy News Reporting,2020-08-10,2020-08-10,2020-08-31,AVYA,21,14.845000267028809,16.90999984741211,15.520000457763672,15.140000343322754,2020-08-27,2020-08-19,2020-08-31,2020-08-10
163,MGI,Moneygram International,4257.0,1702.0,150.1,1750000.0,Decrease in Short Interest,2020-08-10,2020-08-10,2020-08-31,MGI,21,2.819999933242798,3.7699999809265137,2.9200000762939453,3.450000047683716,2020-08-24,2020-08-13,2020-08-31,2020-08-10
164,ARCO,Arcos Dorados,4083.0,388.0,952.3,762374.0,Upcoming EarningsEx-Dividend,2020-08-10,2020-08-10,2020-08-31,ARCO,21,4.329999923706055,5.139999866485596,4.449999809265137,4.710000038146973,2020-08-26,2020-08-10,2020-08-31,2020-08-10
165,RIG,Transocean,193304.0,21011.0,820.0,18020000.0,,2020-08-10,2020-08-10,2020-08-31,RIG,21,1.0800000429153442,2.619999885559082,1.2200000286102295,2.380000114440918,2020-08-21,2020-08-11,2020-08-31,2020-08-10
166,FEZ,SPDR EURO STOXX 50 ETF,23619.0,2880.0,720.1,3060000.0,Heavy News Reporting,2020-08-10,2020-08-10,2020-08-31,FEZ,21,37.20000076293945,38.88999938964844,38.099998474121094,37.54999923706055,2020-08-21,2020-08-12,2020-08-31,2020-08-10
167,MT,ArcelorMittal,47033.0,6188.0,660.1,3760000.0,,2020-08-10,2020-08-10,2020-08-31,MT,21,11.289999961853027,13.069999694824219,12.5600004196167,12.279999732971191,2020-08-21,2020-08-31,2020-08-31,2020-08-10
168,MTG,MGIC Investment,10740.0,1451.0,640.2,4190000.0000000005,Earnings Announcement,2020-08-10,2020-08-10,2020-08-31,MTG,21,8.460000038146973,9.529999732971191,9.170000076293945,8.989999771118164,2020-08-14,2020-08-11,2020-08-31,2020-08-10
169,XENT,Intersect ENT,2185.0,303.0,621.1,412463.0,Earnings AnnouncementAnalyst UpgradeAnalyst Revision,2020-08-10,2020-08-10,2020-08-31,XENT,21,18.239999771118164,22.040000915527344,20.079999923706055,21.389999389648438,2020-08-24,2020-08-10,2020-08-31,2020-08-10
170,GLNG,Golar LNG,4550.0,679.0,570.1,890216.0,,2020-08-10,2020-08-10,2020-08-31,GLNG,21,8.609999656677246,10.970000267028809,10.350000381469727,8.90999984741211,2020-08-10,2020-08-13,2020-08-31,2020-08-10
171,SYF,Synchrony Financial,43002.0,6825.0,530.1,5890000.0,Decrease in Short Interest,2020-08-10,2020-08-10,2020-08-31,SYF,21,23.65999984741211,26.125,24.809999465942383,24.59000015258789,2020-08-20,2020-08-11,2020-08-31,2020-08-10
172,NRG,NRG Energy,4889.0,922.0,430.3,2280000.0,Earnings AnnouncementAnalyst Downgrade,2020-08-10,2020-08-10,2020-08-31,NRG,21,33.5099983215332,36.349998474121094,34.40999984741211,34.97999954223633,2020-08-27,2020-08-18,2020-08-31,2020-08-10
173,NCR,NCR,3748.0,832.0,350.5,1190000.0,,2020-08-10,2020-08-10,2020-08-31,NCR,21,19.889999389648438,22.59000015258789,21.100000381469727,21.200000762939453,2020-08-21,2020-08-11,2020-08-28,2020-08-10
174,TISI,Team,2082.0,36.0,5683.3,857884.0,Earnings AnnouncementAnalyst Revision,2020-08-10,2020-08-10,2020-08-31,TISI,21,5.449999809265137,7.139999866485596,6.369999885559082,6.239999771118164,2020-08-10,2020-08-12,2020-08-31,2020-08-10
175,FSTR,L.B. Foster,5735.0,136.0,4116.9,27851.0,Earnings AnnouncementAnalyst Revision,2020-08-10,2020-08-10,2020-08-31,FSTR,21,13.960000038146973,16.290000915527344,15.0,15.869999885559082,2020-08-21,2020-08-11,2020-08-28,2020-08-10
176,PTEN,Patterson-UTI Energy,66302.0,2579.0,2470.8,5460000.0,Analyst Report,2020-08-10,2020-08-10,2020-08-31,PTEN,21,3.6700000762939453,4.739999771118164,3.8499999046325684,4.400000095367432,2020-08-21,2020-08-11,2020-08-31,2020-08-10
177,SKYY,First Trust Cloud Computing ETF,7170.0,943.0,660.3,570153.0,Heavy News Reporting,2020-08-10,2020-08-10,2020-08-31,SKYY,21,74.76000213623047,83.62000274658203,83.05999755859375,75.83000183105469,2020-08-11,2020-08-28,2020-08-28,2020-08-10
178,AFL,AFLAC,76278.0,2179.0,3400.6,3200000.0,,2020-08-11,2020-08-11,2020-09-01,AFL,21,36.27000045776367,38.939998626708984,36.31999969482422,38.029998779296875,2020-08-31,2020-08-12,2020-08-31,2020-08-11
179,CORN,Teucrium Corn Fund,18517.0,706.0,2522.8,160013.0,,2020-08-11,2020-08-11,2020-09-01,CORN,21,11.539999961853027,12.760000228881836,12.619999885559082,11.670000076293945,2020-08-12,2020-08-31,2020-08-31,2020-08-11
